Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
9Sep23,14,Cogburn,Irad Ortiz Jr.,121,--,13,1,3,1 1/2,1,Head,1,1,12,1/4,8.39,"prompt 3wd,drove clear"
29Mar24,6,Filo Di Arianna (BRZ),John Velazquez,121,--,6,4,4,Head,5,1,4,1 1/2,2,3/4,29.91,"bmp st,ins,edg plc1/16"
6Apr24,8,Mischief Magic (IRE),Lanfranco Dettori,121,--,7,1,2,10,Head,10,1 1/2,6,1/2,3,3/4,2.93*,"bmpd st,ins,rally3w1/8"
6Apr24,3,Coppola,Martin Garcia,121,b,3,3,1,1/2,2,1/2,2,1 1/2,4,2,15.93,"brsh,ins pair,gave way"
5Apr24,5,Mo Stash,Luis Saez,121,f,5,2,2,Head,3,2,3,Head,5,3/4,15.06,"vie 2wbtw,fade,left ld"
6Apr24,13,Eamonn,Paco Lopez,121,b,12,8,7,Head,6,1,7,1 1/2,6,1,31.79,"4-3wd,6p upr,mildly"
4Nov23,4,Motorious (GB),Flavien Prat,121,b,4,1,1,8,1/2,8,Head,8,1/2,7,1/2,3.40,"crowdd st,checkd 2w3/8"
6Apr24,2,Front Run the Fed,Umberto Rispoli,121,--,2,1,3,13,Head,13,1/2,1,0 1/2,8,1,57.82,"saved ground, moved up"
16Mar24,11,Mister Mmmmm,Tyler Gaffalione,121,--,10,6,5,1/2,4,1,5,Head,9,2 1/4,27.76,"stalk 3p,chs,yield btw"
9Mar24,10,Big Invasion,Joel Rosario,125,--,9,10,11,Head,11,1/2,12,1/2,10,Head,4.99,"4p,9p upr,no factor"
6Apr24,9,Bad Beat Brian,Jareth Loveberry,121,--,8,5,9,1 1/2,9,1/2,11,1,11,Neck,34.87,"3wd btw,pinchd 7/16,6p"
19Apr24,15,Axthelm,Antonio Fresu,121,b,14,14,14,14,13,1/2,12,Neck,58.91,"step slow st,outrun 2w"
22Mar24,12,Arrest Me Red,Jose Ortiz,121,--,11,9,12,1 1/2,12,1/2,14,13,Head,6.15,"5p,8p1/4,never involvd"
24Mar24,1,Candy Man Rocket,Junior Alvarado,121,--,1,7,,6,Head,7,1 1/2,9,1,14,,25.70,"ins,3p upr,wkn,left ld"
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
6Apr24,10,Vahva,Irad Ortiz Jr.,123,--,10,3,4,Head,3,1/2,2,1,1,2,1.72*,"bid1/8,lng drv1/16,clr"
6Apr24,7,Alva Starr,Tyler Gaffalione,123,--,7,2,2,1,2,1 1/2,1,Head,2,3/4,2.30,"gave in 1/16, held plc"
13Apr24,3,Flying Connection,Florent Geroux,123,--,3,5,5,1,7,2 1/2,5,1,3,1/2,13.45,"3p upr, rally, gaining"
10Feb24,4,Chi Town Lady,Joel Rosario,123,--,4,10,10,10,7,1,4,Nose,17.85,"tad slw st,7pupr,rally"
6Apr24,8,Sterling Silver,Javier Castellano,123,--,8,8,8,1/2,6,Head,4,1/2,5,2,18.44,"6p upr,rally,bid,flatn"
9Mar24,5,Spirit Wind,Jose Ortiz,123,b,5,1,1,1/2,1,1,3,1 1/2,6,4 1/2,21.56,"pace, ins, faltered"
3Feb24,1,Three Witches,Flavien Prat,123,b,1,9,9,2 1/2,9,1/2,8,4 1/2,7,1 1/2,7.67,"4p into lane, moved up"
6Apr24,9,Red Carpet Ready,Luis Saez,123,--,9,7,6,Head,5,Head,6,Head,8,6 1/2,6.41,"4p trn, 5p upr, empty"
9Mar24,2,Olivia Darling,John Velazquez,123,b,2,4,3,1/2,4,1/2,9,2,9,2,21.94,"stalk 3p,ins trn,tired"
30Mar24,6,American Band,Cristian Torres,123,bf,6,6,,7,1 1/2,8,1/2,10,,10,,31.86,"5p into lane,done erly"
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,3rd call,3rd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
2Mar24,3,Chili Flag (FR),Irad Ortiz Jr.,118,--,3,9,9,3,9,2,9,2 1/2,2,Head,1,Neck,4.03,"ins-2w,6w1/4,bid,dueld"
7Oct23,11,Coppice (GB),Lanfranco Dettori,118,--,9,10,8,1/2,8,2,8,Head,4,1 1/2,2,1 3/4,1.65*,"awk st,2w-ins,wait,bid"
23Mar24,6,Delahaye,Tyler Gaffalione,118,--,6,7,6,1/2,6,1,6,1/2,3,Head,3,2 3/4,6.25,"bobbl,ins,bid 4pbtw1/8"
27Jan24,12,Mission of Joy,John Velazquez,118,--,10,4,7,2 1/2,7,1 1/2,5,1/2,5,1 1/2,4,1 3/4,7.17,"2w,5w1/4,outkckd,chasd"
13Apr24,2,Walkathon,Brian Hernandez Jr.,118,f,2,1,2,1,2,1/2,1,1/2,1,1 1/2,5,2,19.77,"stalk 2w,cleard,faltrd"
4Apr24,4,Ascendancy,Reylu Gutierrez,118,--,4,5,4,1/2,4,1 1/2,3,1,6,Head,6,Neck,46.85,"track ins,chasd,yieldd"
30Mar24,5,Cairo Consort,Joel Rosario,118,--,5,8,10,10,10,8,1,7,3 1/2,15.46,"bmpd/sqzd st,ins,mvdup"
7Oct23,7,Evvie Jets,Umberto Rispoli,120,--,7,6,5,1 1/2,5,1/2,7,1/2,9,2,8,11,6.25,"2w,outmv 5pbtw1/4,fade"
6Apr24,1,Ag Bullet,Junior Alvarado,118,--,1,2,1,2,1,1/2,2,2 1/2,7,1,9,5,11.98,"ins,headed 1/4,stopped"
23Mar24,9,Not So Close,Luis Saez,118,--,8,3,,3,1,3,1/2,4,Head,10,,10,,30.68,"stutterd stp,3w,wkn1/4"
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,3rd call,3rd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
6Apr24,5,Seize the Grey,Jaime Torres,118,--,5,5,2,1/2,3,Head,4,1/2,3,1/2,11,1/4,9.42,"4w, bumped, split foes"
23Mar24,12,Nash,Florent Geroux,118,--,12,7,4,Head,4,Head,2,1/2,2,Head,2,Head,2.67*,"loomed 5w, out kicked"
9Mar24,11,Vlahos,Edwin Maldonado,118,b,11,2,1,1/2,2,1,1,1,11,1/2,3,Nose,5.79,"vied, cleared, gave in"
5Apr24,7,Who Dey,Brian Hernandez Jr.,118,b,7,8,6,1/2,6,Head,6,1/2,4,1/2,4,1 1/2,3.87,"bid, bumped, flattened"
6Apr24,8,Top Conor,Jose Ortiz,118,--,8,10,11,2 1/2,8,1/2,5,Head,5,1 1/2,5,Head,4.25,bumped start & 3/16
23Mar24,1,Carbone,Cristian Torres,118,--,1,6,9,1,7,1/2,8,1/2,6,1/2,6,1 1/2,19.90,"angled out, kept on"
16Mar24,2,Beeline,Irad Ortiz Jr.,118,--,2,1,5,1/2,5,1,7,1/2,7,Head,7,1/2,9.88,"tipped out, evenly"
6Apr24,6,Guanare,Jareth Loveberry,118,--,6,4,8,1/2,9,Head,9,1 1/2,9,1/2,8,1 1/4,56.70,"angled out, belatedly"
23Mar24,3,Northern Flame,Julien Leparoux,118,--,3,1,1,10,Head,11,Head,1,0 1/2,1,07,9,2 1/4,24.80,"swung 8w, no threat"
23Mar24,4,Otto the Conqueror,Joel Rosario,118,--,4,3,3,Head,1,Head,3,1/2,8,1 1/2,101,5 1/2,23.67,"prompted pace, tired"
6Apr24,10,Gettysburg Address,Paco Lopez,118,b,10,9,7,Head,10,1,12,12,11,2 3/4,44.71,"8w, failed to respond"
5Apr24,9,Frosty Indulgence,Adam Beschizza,118,bf,9,12,,12,,12,,11,Head,11,1/2,12,,22.08,bumped hard start
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,3rd call,3rd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
23Mar24,2,Trikari,Umberto Rispoli,118,--,1,8,4,Head,5,Head,4,Head,3,1 1/2,11,1/2,47.17,"ins,3w upr,bid,cleared"
29Mar24,4,Formidable Man,Luis Saez,118,b,3,3,1,1,1,1,1,Head,1,1,2,1/2,24.00,"repelld bid,caught1/16"
5Apr24,3,Lagynos,Cristian Torres,118,--,2,9,8,1/2,8,1/2,7,1/2,4,1,3,1 1/2,36.64,"ins,tip 4p1/16,mss plc"
5Apr24,11,Cugino,Javier Castellano,118,b,10,2,10,Head,9,1/2,8,1 1/2,7,1/2,4,1 1/2,7.53,"2wbtw,6w1/4,willingly"
2Mar24,5,Legend of Time (GB),Lanfranco Dettori,118,--,4,5,2,1/2,2,1/2,2,1/2,2,Head,5,2,1.25*,"press 2w,bid,gave way"
23Mar24,14,Agate Road,Irad Ortiz Jr.,122,--,13,1,1,11,1/2,12,2,11,1/2,9,1/2,6,1 1/4,6.65,"3w,4-6p1/4,moved up"
5Apr24,6,Neat,Reylu Gutierrez,120,--,5,4,3,1/2,6,1 1/2,5,Head,5,1/2,7,Head,8.73,"3-4w,5w1/4,chsd,yieldd"
23Mar24,9,Noted,Joel Rosario,118,b,8,1,2,12,2 1/2,10,Head,9,Head,1,0 1/2,8,3/4,34.89,"ins,4p1/4,no menac btw"
5Apr24,13,Can Group,Flavien Prat,122,--,12,14,14,13,3,12,1/2,11,1,9,1 1/2,22.29,"step slw,ins,5p1/4,btw"
2Mar24,12,Abrumar,Paco Lopez,118,--,11,1,5,1/2,3,1,3,1 1/2,6,Head,10,2,20.93,"pressed 4-3w,faded btw"
23Mar24,15,Blue Eyed George,James Graham,118,--,14,10,9,1,11,1/2,13,1,14,11,Nose,42.81,"4wd, outrun"
30Mar24,10,Set,Jose Ortiz,118,--,9,1,3,13,1 1/2,14,14,12,1 1/2,12,Neck,9.46,"bumpd/bobbled start,2w"
5Apr24,8,Lord Bullingdon,John Velazquez,118,--,7,6,7,1,7,Head,1,0 1/2,1,31,13,3/4,27.70,"3-4w,6p1/4,tired"
16Mar24,7,Stay Hot,Antonio Fresu,120,--,6,7,,6,1/2,4,Head,6,1 1/2,8,1,14,,15.51,"track 2wd btw,wknd upr"
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
7Apr24,10,Gun Pilot,Cristian Torres,123,--,9,3,5,1,5,1 1/2,1,1/2,1,2 1/2,5.34,"3wd 1/8, kicked clear"
9Mar24,5,Here Mi Song,Tyler Gaffalione,123,b,4,4,1,1,1,1/2,3,2,2,Neck,20.06,"lng drv,came back plc"
4Nov23,6,Zozos,Florent Geroux,123,--,5,1,2,1/2,2,1,2,Head,3,2,4.97,"lng drv,not enough plc"
6Apr24,1,Raise Cain,Luis Saez,123,--,1,5,4,Head,4,Head,5,1/2,4,3/4,18.72,"ins trn,3p upr,flatten"
24Feb24,11,Hoist the Gold,John Velazquez,123,b,10,10,3,1/2,3,2,4,1,5,Neck,3.36*,"came out st, stalk 5p"
14Mar24,4,Mr. Wireless,Reylu Gutierrez,123,--,3,7,8,1 1/2,6,Head,6,1/2,6,1/2,4.55,"squeezed st,ins,4p upr"
13Apr24,2,Tejano Twist,Irad Ortiz Jr.,123,--,2,6,10,10,7,1,7,1/2,6.58,"bothered st, 4p upper"
5Apr24,7,Track Mate,Keith Asmussen,123,b,6,9,6,Head,7,1/2,8,2,8,2 1/4,8.59,"in tight early,5p uppr"
6Apr24,8,Minnesota Ready,Joel Rosario,123,--,7,2,9,1 1/2,9,2,9,2 1/2,9,6 3/4,13.49,"bothered early, 6p upr"
2Dec23,9,Three Technique,Javier Castellano,123,--,8,8,,7,Head,8,1,10,,10,,12.35,"4p trn,6p upr,thru 1/2"
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,3rd call,3rd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
2Dec23,5,Program Trading (GB),Flavien Prat,123,--,5,2,3,1 1/2,3,1/2,3,1/2,3,2 1/2,1,Head,4.09,"bobble,ins,bid1/8,duel"
12Apr24,11,Naval Power (GB),Lanfranco Dettori,123,h,10,8,2,Head,2,1/2,2,1/2,1,1/2,2,2,3.22,"2w,bid 1/4,dueled,game"
23Mar24,7,Webslinger,Javier Castellano,123,--,7,10,10,10,6,Head,2,Head,3,Nose,14.10,"brsh gt,sweep 4w,flatn"
12Apr24,1,Integration,Tyler Gaffalione,123,--,1,5,6,1 1/2,6,1,7,1/2,4,Head,4,1 3/4,8.65,"ins,rally 3p,miss show"
31Mar24,4,Far Bridge,Jose Ortiz,123,--,4,6,7,1/2,7,1/2,9,1/2,7,Head,5,1 1/4,9.42,"brshd,2p,6pupr,left ld"
2Mar24,10,Siege of Boston,Junior Alvarado,123,--,9,7,8,1/2,8,1/2,8,1,5,Head,6,1 1/4,24.72,"3w,brshd 4p1/4,no bid"
23Mar24,6,I'm Very Busy,Irad Ortiz Jr.,123,--,6,9,9,1,9,1,10,6,1/2,7,2,2.01*,"frcts,ins,4-5p2d,yield"
2Mar24,2,Anglophile,John Velazquez,123,b,2,3,5,1/2,5,1/2,5,1,8,Head,8,1 3/4,28.17,"2wbtw,3p upr,chsd,fade"
30Mar24,8,Never Surprised,Florent Geroux,123,--,8,1,1,1,1,1,1,1 1/2,9,3 1/2,9,7 3/4,16.69,"clear,headed 1/4,caved"
23Mar24,3,Cellist,Luis Saez,123,--,3,4,,4,Head,4,Head,4,Head,10,,10,,17.94,"check 7-1/2,3wd,wkn1/4"
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,3rd call,3rd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
30Mar24,3,Mystik Dan,Brian Hernandez Jr.,126,--,3,8,1 1/2,6,1/2,4,1/2,1,1/2,1,2,1,Nose,18.61,"slipped thru, lasted"
6Apr24,2,Sierra Leone,Tyler Gaffalione,126,b,2,18,1/2,17,1 1/2,16,Head,8,1,3,1,2,Nose,4.79,"8w,bumped,fought on"
30Mar24,11,Forever Young (JPN),Ryusei Sakai,126,h,10,ERR,ERR,ERR,ERR,7,1/2,2,Head,3,1 3/4,7.03,"off slw, bumped, game"
23Mar24,4,Catching Freedom,Flavien Prat,126,b,4,15Head 13,Head,13,Head,6,1/2,5,1 1/2,4,4 3/4,8.47,"got through, kicked on"
23Mar24,10,T O Password (JPN),Kazushi Kimura,126,h,9,17,1/2,18,1,18,Head,11,Head,7,1 1/2,5,1 1/4,48.20,"off slw,chckd,lst crop"
6Apr24,19,Resilience,Junior Alvarado,126,b,18,7,Head,8,1/2,8,1/2,2,Head,4,1/2,6,5,31.85,"3w,bold bid 6p2nd,yldd"
6Apr24,18,Stronghold,Antonio Fresu,126,--,17,5,1,4,Head,6,Head,4,Head,6,2,7,3/4,35.55,"3-4p,btw btw1/4,floatd"
23Mar24,7,Honor Marie,Ben Curtis,126,--,7,ERR,ERR,20,10,Head,8,1 1/2,8,Neck,14.90,jostled hard early
23Mar24,14,Endlessly,Umberto Rispoli,126,--,13,20,19,Head,19,1,15,1 1/2,15,1/2,9,4 1/4,48.83,"ins,10p1/4,moved up"
6Apr24,1,Dornoch,Luis Saez,126,b,1,13,1/2,12,1/2,14,1,13,Head,12,1,1,0 1/2,22.91,"shuffled, checked hard"
23Mar24,12,Track Phantom,Joel Rosario,126,b,11,1,Head,1,Head,1,1/2,3,Head,9,1 1/2,11,4,41.58,"hounded ins,folded btw"
23Mar24,13,West Saratoga,Jesus Castanon,126,b,12,6,1/2,7,2,7,1,14,Head,14,1,12,Head,22.93,"2wbtw,bmpd 5p1/4,brshd"
9Mar24,15,Domestic Product,Irad Ortiz Jr.,126,--,14,14Head, 142,12,Head,17,Head,17,2 1/2,13,1,24.17,"pinched st,4-5p,9p upr"
6Apr24,21,Epic Ride,Adam Beschizza,126,--,20,4,2,5,1/2,5,Head,9,1/2,13,1/2,14,3/4,47.57,"stalk 4w,btw,faded,shy"
30Mar24,17,Fierceness,John Velazquez,126,--,16,3,1/2,3,1 1/2,3,1/2,5,1,1,01,1,58,3.21*,"hop st,vied 3w,wknd1/4"
6Apr24,20,Society Man,Lanfranco Dettori,126,--,19,9,1/2,11,1/2,11,Head,16,1 1/2,11,Head,16,1 1/4,47.41,"4wd, faded btwn 2nd"
30Mar24,6,Just Steel,Keith Asmussen,126,b,6,2,Head,2,1/2,2,Head,12,1/2,16,1 1/2,17,3 1/4,21.27,"bumped early, vied"
30Mar24,16,Grand Mo the First,Emisael Jaramillo,126,--,15,ERR,ERR,15,Head,17,1 1/2,19,1,18,1,18,3 3/4,49.32,"stdy 1M,urgd 3-4p,fade"
30Mar24,5,Catalytic,Jose Ortiz,126,--,5,10Head ,9 1/2,1,0 1/2,20,20,191,3 1/4,34.82,"contended, caved"
6Apr24,8,Just a Touch,Florent Geroux,126,--,8,11,1/2,1,0 1/2,9,Head,18,2 1/2,19,1/2,20,,11.57,"bid, bumped, stopped"
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
7Apr24,4,Raging Torrent,Antonio Fresu,118,Lb,3,1,1,1/2,1,1,1,3,1,8 1/4,8.66,"pace, 2p, drew off"
6Apr24,2,Discreet Mischief,Florent Geroux,122,Lb,1,3,3,1/2,3,2 1/2,3,Head,2,Neck,1.20*,"came out st, no match"
11Apr24,7,Jefferson Street,Junior Alvarado,122,L,6,6,5,Head,4,1 1/2,4,4 1/2,3,5,2.43,"5p into lane,moved up"
23Mar24,14,Yellow Card,Flavien Prat,120,L,8,7,2,1,2,2,2,4 1/2,4,4 1/4,9.35,"4p upper, weakened"
13Apr24,3,How's Ur Attitude,Luis Saez,118,Lb,2,4,8,5,6,Head,5,2,5,4,14.45,"bumped st, 5p upper"
5Apr24,5,Baytown Chatterbox,Joseph Bealmear,111,bf,4,2,6,1/2,5,Head,6,2 1/2,6,2,23.19,done early
21Apr24,16,Purple Octopus,Joel Rosario,118,Lb,9,8,7,1 1/2,7,3,7,5 1/2,7,1 1/4,19.54,through early
23Mar24,6,Devilsgotacause,John Velazquez,120,L,5,5,4,1/2,8,2 1/2,8,Head,8,Head,12.78,"early speed, folded up"
23Mar24,12,Magic Grant,Reylu Gutierrez,118,L,7,9,,9,,9,,9,,9,,24.02,trailed throughout
""
""
Last Raced,Pgm,Horse Name,Jockey,Wgt,M/E,PP,Start,1st call,1st lengths ahead,2nd call,2nd lengths ahead,3rd call,3rd lengths ahead,Stretch,Stretch lengths ahead,Finish,Finish Lengths ahead,Odds,Comments
16Mar24,3,Gun Party,Joel Rosario,118,L,3,3,7,Head,5,1/2,3,1 1/2,3,5,11,1/2,2.68,"drove past, cleared"
6Apr24,6,Banned for Life,Luis Saez,118,Lb,5,1,1,Head,2,1 1/2,1,Head,11,2,1 3/4,7.05,"duel, inched clr,yield"
6Apr24,12,Timeout,Flavien Prat,118,L,11,9,8,1,8,Head,5,1,4,1 1/2,3,1,5.94,"5p into lane,belatedly"
2Sep23,1,Dive Bomber,Florent Geroux,118,Lb,1,8,2,1,1,Head,2,3,2,Head,4,1 1/4,2.36*,"dueled ins, faltered"
6Apr24,8,D'oro Unbridled,Jose Ortiz,118,Lf,7,5,10,3 1/2,10,7,7,3,5,2 1/2,5,9 1/2,14.57,"6p upper, late gain"
30Mar24,9,Six Kings,Tyler Gaffalione,118,Lb,8,6,3,Head,4,Head,6,Head,6,1 1/2,6,7 1/4,21.87,through after half
8Mar24,4,Friar Newton,Lanfranco Dettori,118,L,4,2,5,2,3,1 1/2,4,2 1/2,7,3,7,2 1/2,15.45,"early speed, folded up"
23Mar24,2,Charnico,Ben Curtis,118,Lb,2,10,9,1,7,Head,8,1 1/2,8,5,8,5 1/2,36.71,"bit slow st,no factor"
13Apr24,7,Coach Campbell,James Graham,118,L,6,4,6,1,9,2 1/2,10,3,10,3 1/2,9,3/4,26.05,done early
13Apr24,11,Fracture,Adam Beschizza,118,L,10,7,4,1/2,6,1 1/2,9,3 1/2,9,2,10,4 1/4,17.79,"brief speed, folded up"
---,10,Military Cruiser,Irad Ortiz Jr.,118,L,9,11,,11,,11,,11,,11,,11,,10.05,"broke slow, eq amb"
""
""
